0,-17.92284,5.960464E-07,32.42009,0,179.7852,0,0.08931911,0.07057828,False,0
1,-18.06635,5.960464E-07,32.31884,0,179.5311,0,0.03714649,0.0368361,False,0
2,-18.14109,3.576279E-07,32.26803,0,179.3985,0,-0.08937895,-0.02916978,False,0
3,-18.08188,4.172325E-07,32.32267,0,179.5035,0,-0.02064296,0.07387032,False,0
4,-18.23173,4.172325E-07,32.24335,0,179.2375,0,0.004323399,-0.07544029,False,0
5,-18.07869,4.768372E-07,32.32838,0,179.5091,0,-0.02649111,0.06779206,False,0
6,-18.21625,4.768372E-07,32.25744,0,179.2651,0,-0.004091966,-0.07409985,False,0
7,-18.06586,4.768372E-07,32.34289,0,179.5319,0,0.07084124,-0.0351175,False,0
8,-17.9945,2.384186E-07,32.36566,0,179.6582,0,-0.09997306,0.08450193,False,0
9,-18.16622,4.172325E-07,32.29365,0,179.354,0,0.09987631,0.07188716,False,0
10,-18.31178,7.152557E-07,32.1873,0,179.0953,0,-0.01918443,0.008078658,False,0
11,-18.32812,5.364418E-07,32.18261,0,179.0662,0,0.01333295,0.08479226,False,0
12,-18.4993,5.364418E-07,32.08131,0,178.7609,0,0.02736306,0.02556774,False,0
13,-18.55081,4.768372E-07,32.04498,0,178.6689,0,0.01263283,-0.04356729,False,0
14,-18.46302,5.364418E-07,32.09261,0,178.8257,0,-0.08313529,-0.02161509,False,0
15,-18.4194,5.364418E-07,32.13761,0,178.9035,0,-0.0532532,-0.08199108,False,0
16,-18.25352,5.960464E-07,32.24485,0,179.1987,0,-0.01667598,-0.00842241,False,0
17,-18.23645,8.940697E-07,32.25851,0,179.229,0,-0.07915661,0.08331186,False,0
18,-18.40516,1.072884E-06,32.1816,0,178.9291,0,0.03031454,-0.00412513,False,0
19,-18.39683,1.013279E-06,32.17909,0,178.944,0,0.06259787,-0.04568349,False,0
20,-18.30442,1.132488E-06,32.21675,0,179.1084,0,0.02370478,0.09703019,False,0
21,-18.50045,1.072884E-06,32.09887,0,178.7591,0,-0.01117598,0.0111766,False,0
22,-18.52299,1.072884E-06,32.08855,0,178.7189,0,-0.01510257,0.05721905,False,0
23,-18.63825,1.072884E-06,32.02538,0,178.5129,0,-0.03406099,0.05342937,False,0
24,-18.74568,1.132488E-06,31.97081,0,178.3206,0,0.02353541,-0.09677684,False,0
25,-18.55095,1.132488E-06,32.07856,0,178.669,0,-0.07259581,0.07517988,False,0
26,-18.70235,1.132488E-06,32.008,0,178.3983,0,0.01862098,-0.08825102,False,0
27,-18.5246,1.192093E-06,32.10674,0,178.716,0,0.05241284,0.06250527,False,0
28,-18.65052,8.940697E-07,32.02115,0,178.491,0,-0.09171021,-0.07359643,False,0
29,-18.50215,1.132488E-06,32.12906,0,178.7559,0,0.0198541,0.0227142,False,0
30,-18.54798,1.192093E-06,32.09786,0,178.6742,0,-0.04435772,-0.06486578,False,0
31,-18.41696,1.251698E-06,32.18383,0,178.9077,0,-0.04612814,-0.09082804,False,0
32,-18.23293,1.192093E-06,32.29948,0,179.2347,0,0.05940635,-0.08989129,False,0
33,-18.05029,1.549721E-06,32.38769,0,179.5583,0,-0.08870785,0.01091374,False,0
34,-18.07251,1.609325E-06,32.39659,0,179.519,0,0.09162977,-0.01709558,False,0
35,-18.03773,1.66893E-06,32.39399,0,179.5805,0,-0.01506301,-0.07771854,False,0
36,-17.87931,1.66893E-06,32.48531,0,179.8603,0,-0.0398815,-0.04923085,False,0
37,-17.77871,1.788139E-06,32.55003,0,-179.9624,0,-0.08205936,-0.01174864,False,0
38,-17.75463,1.847744E-06,32.58285,0,-179.9201,0,0.09125791,-0.007150662,False,0
